Country ,UNSCRegGrp,LocationCode,ISO3_CODE,ISO2_CODE,SDMX,TwentyTwo,TwentyThree,TwentyFour,TwentyFive,TwentySix,TwentySeven,TwentyEight,TwentyNine,Thirty,ThirtyOne,ThirtyTwo,ThirtyThree,ThirtyFour,ThirtyFive,ThirtySix,ThirtySeven,ThirtyEight,ThirtyNine,Fourty,FourtyOne,FourtyTwo,FourtyThree,FourtyFour,FourtyFive,FourtySix,FourtySeven,FourtyEight,FourtyNine,Fifty,FiftyOne,FiftyTwo,FiftyThree,FiftyFour,FiftyFive,FiftySix,FiftySeven,FiftyEight,FiftyNine,Sixty,SixtyOne,SixtyTwo,SixtyThree,SixtyFour,SixtyFive,SixtySix,SixtySeven,SixtyEight,SixtyNine,Seventy,SeventyOne,SeventyTwo,SeventyThree,SeventyFour,SeventyFive,SeventySix,SeventySeven,SeventyEight,SeventyNine,Eighty,EightyOne,EightyTwo,EightyThree,EightyFour,EightyFive,EightySix,EightySeven,EightyEight,EightyNine,Ninety,NinetyOne,NinetyTwo,NinetyThree,NinetyFour,NinetyFive,NinetySix,NinetySeven,NinetyEight,NinetyNine,OneHundred
Burundi,African Group,108,BDI,BI,108,12889576,13238559,13591658,13948140,14307816,14673012,15043647,15419302,15800530,16187388,16580035,16979760,17386443,17799740,18217324,18639033,19066058,19496105,19928151,20361593,20794876,21227305,21659444,22090717,22521094,22949637,23374033,23793823,24208671,24618374,25025719,25430855,25832093,26228499,26621890,27012198,27397595,27778942,28157362,28532617,28905042,29276644,29648035,30018379,30386201,30752352,31116823,31476578,31830631,32179906,32522741,32860446,33194056,33522342,33843627,34157130,34464494,34764730,35058272,35345592,35624774,35895828,36158609,36412720,36657929,36895448,37126061,37348321,37562757,37770027,37971374,38167025,38357054,38541282,38719909,38893768,39063355,39228497,39388466
Comoros,African Group,174,COM,KM,174,836774,852075,867604,883075,898473,913810,929073,944276,959412,974456,989460,1004456,1019412,1034321,1049115,1063780,1078375,1092920,1107417,1121845,1136166,1150372,1164502,1178543,1192452,1206213,1219782,1233111,1246206,1259123,1271890,1284481,1296829,1308947,1320858,1332483,1343814,1354838,1365515,1375921,1386073,1395911,1405430,1414628,1423515,1432144,1440523,1448608,1456399,1463928,1471213,1478330,1485206,1491706,1497957,1504071,1509948,1515546,1520916,1526035,1530885,1535434,1539667,1543637,1547360,1550850,1554101,1557050,1559677,1562055,1564160,1565961,1567468,1568648,1569524,1570117,1570403,1570405,1570166
Djibouti,African Group,262,DJI,DJ,262,1120849,1136454,1152329,1168257,1184178,1200066,1215879,1231575,1247129,1262554,1277807,1292874,1307741,1322377,1336717,1350696,1364394,1377832,1390928,1403695,1416095,1428097,1439706,1450909,1461817,1472461,1482795,1492843,1502575,1511963,1521100,1530028,1538708,1547111,1555222,1563097,1570751,1578144,1585295,1592209,1598838,1605142,1611202,1616998,1622403,1627525,1632436,1637062,1641367,1645418,1649224,1652741,1655991,1658963,1661693,1664199,1666488,1668524,1670327,1671934,1673343,1674572,1675642,1676570,1677362,1678041,1678612,1679047,1679357,1679571,1679691,1679720,1679657,1679465,1679153,1678762,1678272,1677667,1676909
Eritrea,African Group,232,ERI,ER,232,3684032,3748902,3817650,3889630,3963932,4040638,4119756,4200710,4283354,4367625,4453047,4539274,4625813,4712526,4799286,4885821,4972304,5058644,5144492,5229664,5314210,5398164,5481647,5564344,5646148,5726855,5806460,5885492,5964021,6042217,6119994,6197146,6273696,6349892,6425656,6501065,6575913,6649906,6723288,6795826,6867638,6939155,7009836,7079189,7147496,7214710,7280786,7345533,7408628,7470514,7531185,7590222,7647724,7703768,7758382,7811371,7862581,7912056,7959756,8005458,8049431,8091956,8132708,8171621,8208962,8244855,8279158,8311896,8343092,8372516,8400317,8426891,8452049,8475772,8498359,8519695,8539595,8558090,8575294
Ethiopia,African Group,231,ETH,ET,231,123379924,126527060,129719719,132938555,136180141,139439744,142715864,146003944,149296378,152585021,155874633,159160258,162438815,165715492,168986410,172252604,175514171,178779627,182052579,185332694,188613575,191902757,195196697,198485649,201764870,205033876,208297232,211557468,214812309,218046158,221266154,224472476,227653409,230800275,233903339,236967888,240002932,242990752,245919534,248807501,251667029,254483187,257248325,259964974,262635700,265259311,267826274,270350005,272841874,275289974,277682630,280013831,282290972,284525710,286715684,288852130,290936911,292975227,294960456,296891620,298777308,300615316,302399144,304126907,305803942,307425854,308989182,310500448,311958144,313363634,314729463,316049671,317313085,318519616,319666490,320760088,321805378,322799552,323741600
Kenya,African Group,404,KEN,KE,404,54027487,55100587,56203030,57323930,58457378,59604431,60762923,61929864,63103942,64284466,65470260,66655944,67839692,69018977,70186445,71342688,72493659,73634414,74757978,75866828,76961167,78039853,79104471,80156600,81195005,82219527,83230070,84227657,85211739,86180531,87136936,88079530,89009410,89930664,90841703,91739354,92623988,93491952,94340314,95167608,95977327,96770484,97545544,98299137,99033579,99748454,100441292,101115968,101768606,102397862,103004540,103592150,104160996,104706431,105230178,105734209,106220830,106689223,107137378,107569758,107986356,108385768,108769044,109136418,109483944,109812297,110124435,110419644,110696703,110953043,111189713,111410712,111613373,111797574,111965712,112121517,112267431,112401710,112525079
Madagascar,African Group,450,MDG,MG,450,29611714,30325732,31056610,31797306,32544738,33299316,34061943,34830841,35604443,36382790,37165274,37952413,38742689,39534122,40326745,41120987,41918816,42720774,43524300,44328120,45131260,45935275,46740496,47546606,48355513,49165426,49974855,50784139,51592965,52399823,53206238,54012666,54818203,55619950,56416688,57210138,57999237,58786068,59569664,60345946,61116588,61880166,62634952,63382662,64121854,64851019,65573232,66288488,66996741,67699055,68390904,69073458,69747752,70410412,71060446,71700163,72330872,72949534,73555981,74152083,74732965,75299218,75857443,76405171,76942334,77469840,77987912,78494607,78988978,79472330,79943251,80402036,80848031,81282878,81710424,82128831,82535584,82932562,83316557
Malawi,African Group,454,MWI,MW,454,20405317,20931751,21475962,22033992,22601151,23176272,23758548,24347875,24944243,25544609,26148406,26755508,27364192,27975136,28589069,29206646,29825538,30443121,31059544,31674805,32289974,32904194,33515465,34126155,34735672,35344273,35952328,36557676,37159300,37756273,38349203,38940204,39527997,40111553,40690625,41265000,41836941,42404926,42963917,43515792,44062512,44601768,45132253,45653352,46168319,46677674,47180754,47677719,48166814,48648465,49120721,49580731,50030945,50473008,50905898,51328433,51741397,52145909,52543917,52934607,53314665,53686080,54048535,54400048,54741018,55070679,55390428,55702795,56005998,56299310,56583136,56856796,57121461,57377618,57624469,57861503,58090182,58310462,58521720
Mauritius,African Group,480,MUS,MU,480,1299469,1300557,1301978,1303210,1304199,1304905,1305373,1305568,1305425,1304934,1304095,1302906,1301364,1299452,1297139,1294443,1291363,1287886,1284007,1279715,1275002,1269892,1264437,1258664,1252597,1246298,1239794,1233086,1226235,1219284,1212269,1205227,1198160,1191086,1184001,1176908,1169803,1162693,1155585,1148471,1141348,1134227,1127095,1119914,1112671,1105350,1097943,1090477,1082932,1075284,1067544,1059716,1051816,1043858,1035829,1027717,1019533,1011306,1003054,994760,986442,978122,969802,961480,953184,944946,936771,928654,920616,912682,904869,897180,889624,882208,874889,867688,860622,853689,846900
Mayotte,,175,MYT,YT,175,910000,326100,335995,345996,356021,366112,376300,386588,396998,407579,418361,429359,440586,452066,463797,475773,487989,500453,513157,526074,539246,552646,566226,579971,593847,607825,621874,635958,650054,664141,678182,692205,706230,720207,734134,748024,761912,775788,789642,803532,817480,831490,845591,859787,874052,888394,902864,917492,932203,946962,961760,976588,991445,1006280,1021100,1035901,1050664,1065374,1080010,1094545,1108926,1123171,1137335,1151396,1165323,1179068,1192633,1206089,1219422,1232617,1245639,1258548,1271401,1284113,1296614,1308917,1321041,1333002,1344792
Mozambique,African Group,508,MOZ,MZ,508,32969518,33897354,34858402,35834558,36825701,37831125,38849522,39880166,40920707,41972677,43036239,44106698,45186201,46273717,47365951,48466890,49574698,50685125,51800400,52917300,54034720,55157639,56284548,57411685,58538612,59669022,60798387,61921656,63044497,64166959,65289076,66411858,67531050,68645364,69758296,70863671,71955768,73039510,74117243,75187298,76249128,77300180,78336291,79364069,80384506,81389112,82380520,83362574,84333440,85288233,86228365,87158718,88074386,88977367,89867532,90739626,91595788,92436516,93264598,94078571,94874944,95655760,96420071,97165952,97891687,98599479,99291700,99966665,100621306,101257806,101876477,102477180,103061548,103629213,104180902,104713645,105224688,105718606,106196946
Réunion,,638,REU,RE,638,910000,974052,981796,989350,996743,1003980,1011089,1018106,1025019,1031822,1038523,1045086,1051502,1057762,1063829,1069735,1075457,1080986,1086314,1091403,1096240,1100810,1105093,1109084,1112820,1116302,1119488,1122358,1124946,1127252,1129300,1131116,1132708,1134115,1135341,1136402,1137331,1138164,1138894,1139533,1140110,1140655,1141170,1141688,1142227,1142782,1143358,1143953,1144535,1145107,1145674,1146203,1146694,1147125,1147500,1147817,1148056,1148205,1148263,1148215,1148010,1147671,1147219,1146617,1145834,1144867,1143748,1142467,1140999,1139338,1137476,1135426,1133209,1130865,1128373,1125741,1122988,1120104,1117091
Rwanda,African Group,646,RWA,RW,646,13776698,14094683,14414910,14737248,15061866,15387840,15715617,16045268,16375704,16706697,17038488,17371424,17705321,18040220,18376507,18714064,19051669,19388318,19724007,20059538,20394731,20728002,21060157,21391577,21722279,22052274,22380425,22706656,23030046,23349990,23668244,23984997,24299139,24610588,24918288,25222427,25521921,25815858,26105535,26391711,26674285,26951770,27223933,27490943,27753004,28010974,28264569,28514002,28759715,29000543,29236376,29467686,29693780,29915471,30132930,30346162,30554766,30757446,30954631,31147082,31334547,31516875,31694499,31866314,32032725,32194558,32351512,32503141,32649239,32789939,32925522,33056357,33180814,33299383,33412587,33519705,33621499,33718662,33811630
Seychelles,African Group,690,SYC,SC,690,107118,107660,108263,108844,109397,109913,110404,110878,111317,111733,112143,112531,112902,113262,113607,113944,114268,114569,114862,115143,115406,115647,115864,116059,116232,116377,116496,116585,116644,116669,116672,116654,116604,116524,116414,116281,116124,115951,115767,115556,115328,115096,114850,114596,114345,114081,113806,113534,113258,112978,112695,112405,112118,111834,111552,111257,110954,110659,110360,110052,109746,109436,109123,108815,108496,108175,107851,107528,107202,106867,106539,106204,105862,105510,105153,104790,104420,104043,103654
Somalia,African Group,706,SOM,SO,706,17597511,18143378,18706922,19281903,19867185,20463994,21071158,21689079,22316857,22954690,23603148,24260802,24929001,25606196,26289266,26980593,27679425,28383844,29094715,29812160,30535607,31263713,31997075,32734341,33475243,34220748,34967417,35714724,36462830,37211342,37960722,38710516,39461312,40210639,40957262,41701252,42442082,43179007,43912900,44641487,45364664,46084962,46800928,47512003,48217095,48916612,49608084,50290955,50967024,51636345,52299004,52953816,53600468,54239537,54866625,55479980,56084971,56681407,57264688,57833978,58393789,58945284,59486365,60016254,60530014,61029626,61521694,62000715,62464711,62916338,63353514,63775871,64184959,64578676,64955972,65317937,65668552,66008750,66335733
South Sudan,African Group,728,SSD,SS,728,10913163,11088796,11277092,11473439,11676686,11887262,12105957,12333241,12570402,12816418,13069562,13327396,13588252,13850995,14112524,14371521,14628915,14883662,15134634,15383051,15628860,15871459,16110244,16343904,16573685,16800487,17023893,17243955,17460846,17675282,17886381,18094509,18300053,18503071,18704513,18904694,19103065,19299676,19495206,19690183,19884336,20076181,20265487,20452754,20637432,20818870,20996658,21170579,21339914,21503005,21658461,21807905,21952423,22090435,22221355,22344858,22461737,22572754,22677387,22775233,22866693,22952512,23032835,23107008,23175094,23237802,23295783,23349447,23398668,23443248,23483975,23521851,23556908,23589531,23619762,23647704,23673711,23697861,23720027
Uganda,African Group,800,UGA,UG,800,47249585,48582334,49924252,51284671,52667780,54074276,55500544,56937558,58380262,59824141,61273497,62728594,64184560,65647934,67116524,68590123,70067152,71541112,73014668,74486455,75954184,77419738,78886699,80354861,81821514,83284173,84738864,86185454,87622081,89044958,90458710,91858849,93240236,94607019,95957408,97296823,98622660,99929484,101213368,102474068,103714747,104930417,106122595,107288313,108427378,109541905,110632093,111701506,112745027,113758738,114741472,115695058,116620277,117521858,118403658,119258530,120087533,120898680,121688132,122451912,123192299,123905530,124595544,125263826,125903312,126513818,127099094,127656582,128187155,128695068,129179468,129633311,130060769,130469742,130851504,131203123,131531246,131839637,132127044
United Republic of Tanzania,African Group,834,TZA,TZ,834,65497748,67438106,69419073,71427810,73462459,75526304,77619828,79739837,81885304,84062353,86270886,88509837,90784591,93088536,95413992,97765602,100141517,102539970,104957696,107388342,109835802,112307641,114794893,117289963,119800688,122319850,124844557,127380963,129931521,132492818,135059650,137640446,140233942,142832507,145428296,148018662,150609046,153204304,155801910,158390910,160971042,163536296,166093970,168645384,171182430,173714714,176242507,178760903,181259002,183733824,186190700,188628709,191038099,193421177,195777922,198115227,200442174,202748343,205037844,207310718,209551104,211767562,213968082,216142760,218286978,220400593,222487864,224539202,226556244,228543583,230500276,232425677,234311326,236156594,237964438,239732377,241461018,243155795,244819886
Zambia,African Group,894,ZMB,ZM,894,20017675,20569738,21134695,21706927,22285947,22874132,23469300,24069686,24676418,25288002,25905154,26528160,27154050,27782050,28412879,29047770,29687073,30330253,30973549,31615986,32260579,32906910,33554740,34204866,34857072,35510018,36162890,36813065,37460435,38105845,38752282,39399625,40043906,40686691,41326884,41964333,42598888,43229363,43856537,44478284,45093776,45705782,46316632,46924544,47526893,48124364,48719034,49307106,49884747,50454618,51020304,51583346,52141362,52690876,53230474,53762597,54284504,54797590,55304602,55804263,56296659,56781299,57257819,57724627,58183982,58635944,59079834,59512051,59931246,60340927,60739749,61127975,61507981,61881200,62246894,62601459,62946038,63281014,63604541
Zimbabwe,African Group,716,ZWE,ZW,716,16320537,16665409,17020321,17375285,17731592,18090446,18451235,18814067,19179393,19547971,19919582,20293204,20668334,21044297,21420364,21795709,22169385,22541721,22912368,23279976,23644449,24006629,24367005,24723910,25075677,25423417,25766806,26105252,26438588,26767174,27091756,27410976,27725551,28035146,28338431,28636851,28930746,29218387,29499215,29774881,30044786,30307946,30565550,30816544,31061017,31301429,31536232,31765469,31990138,32209047,32421533,32627476,32827926,33021446,33207261,33385667,33556723,33720831,33877434,34026924,34169078,34303468,34431906,34553812,34668326,34776289,34877815,34974314,35065411,35149061,35225253,35295032,35358926,35416870,35469605,35517791,35561278,35599778,35633415
Angola,African Group,24,AGO,AO,24,35588987,36684202,37804634,38942792,40099526,41274799,42468710,43680934,44911664,46161755,47428242,48710079,50007926,51321963,52652828,53998511,55355639,56723292,58104436,59498476,60898051,62306440,63724815,65146245,66573219,68005916,69442324,70883695,72328068,73774086,75223158,76674298,78126279,79575479,81022753,82473046,83918902,85350757,86772720,88190473,89601398,91008490,92411186,93802031,95186902,96561685,97919777,99270553,100616429,101952668,103272579,104577369,105868752,107147050,108405569,109640641,110862763,112069492,113260742,114437690,115598067,116740342,117861818,118967393,120055714,121119315,122160893,123179831,124173415,125146984,126100608,127033384,127943409,128830077,129694099,130531451,131342265,132131700,132901280
Cameroon,African Group,120,CMR,CM,120,27914537,28647293,29394433,30150781,30914482,31686361,32466454,33255398,34051102,34852730,35661603,36480530,37308723,38142790,38983916,39833668,40690719,41554156,42424030,43298306,44174768,45054826,45938572,46825263,47716029,48606952,49497461,50390182,51279560,52162738,53045279,53927988,54807308,55681655,56550647,57418599,58282583,59139380,59993350,60843940,61687863,62526443,63365066,64199445,65025562,65843856,66654858,67458446,68255118,69045582,69825696,70598503,71362904,72118044,72864717,73599154,74323741,75037968,75738647,76427162,77102701,77767973,78425171,79067783,79697379,80316596,80924126,81517090,82094735,82655663,83199876,83732062,84255117,84765058,85256974,85736050,86201648,86653291,87093218
Central African Republic,African Group,140,CAF,CF,140,5579144,5742316,5915628,6097449,6286950,6483409,6685709,6892982,7104274,7318808,7535935,7755424,7977058,8200171,8423550,8646900,8870492,9093368,9316419,9540435,9763939,9986570,10208909,10430913,10652536,10873820,11094632,11314636,11533423,11751240,11968910,12186152,12402737,12618199,12831980,13043646,13253170,13459710,13663438,13865763,14065075,14261448,14455640,14646420,14834645,15019951,15200225,15376562,15549585,15718380,15883217,16043970,16200658,16353652,16502513,16647196,16787129,16922262,17052982,17179017,17301001,17419409,17534178,17645132,17752103,17855659,17954874,18048573,18138089,18223519,18303781,18379781,18451788,18519344,18582684,18641628,18696433,18747112,18793631
Chad,African Group,148,TCD,TD,148,17723315,18278567,18847148,19425960,20013209,20610497,21217718,21833626,22460393,23097491,23742562,24395658,25057645,25729890,26409296,27095478,27791218,28494382,29202529,29916884,30634772,31353516,32075501,32800555,33528227,34258636,34991776,35722806,36452035,37183463,37917318,38652662,39388682,40122175,40851943,41579327,42300930,43017002,43728710,44440721,45149124,45848606,46543424,47234990,47923729,48608680,49286166,49955967,50619092,51271870,51915595,52548499,53172130,53791047,54398910,54993728,55578511,56150753,56711611,57265032,57806992,58333897,58849510,59351060,59838664,60317401,60781014,61223538,61650800,62066434,62464943,62849132,63221227,63579346,63923225,64252463,64567060,64866185,65152512
Congo,African Group,178,COG,CG,178,5970424,6106869,6244548,6383738,6525028,6668564,6814649,6963560,7114987,7268403,7423724,7580970,7740041,7900720,8062410,8225004,8388788,8553624,8719512,8886024,9052455,9218712,9384941,9551478,9718072,9884346,10049920,10214661,10378911,10542609,10706122,10869382,11032118,11194874,11357452,11519396,11680902,11841917,12002439,12162534,12322040,12480761,12638513,12795190,12951555,13107995,13263468,13418012,13571698,13724178,13875316,14024664,14171590,14316585,14459762,14600682,14739473,14875694,15008735,15139124,15267264,15392760,15516251,15637795,15756681,15872730,15986358,16097614,16206092,16312574,16417467,16520341,16621293,16720056,16817071,16912126,17004677,17094455,17181630
Democratic Republic of the Congo,African Group,180,COD,CD,180,99010212,102262809,105625114,109075560,112607660,116225955,119929158,123716492,127582053,131523203,135538810,139626690,143789026,148025707,152323103,156665737,161055774,165502850,170013816,174575803,179185515,183840294,188523850,193253818,198033915,202854315,207716794,212606516,217494004,222377938,227283634,232212652,237147248,242080875,247018393,251959750,256909906,261852707,266798687,271742280,276664287,281587113,286515138,291432654,296330409,301233508,306121456,310951699,315728446,320467427,325190910,329883887,334528600,339115662,343636093,348082554,352486036,356853155,361162317,365414839,369607113,373738264,377788508,381778102,385703802,389549279,393324747,397017634,400629037,404151462,407589574,410962620,414274425,417510877,420649556,423699200,426674046,429570083,432378400
Equatorial Guinea,African Group,226,GNQ,GQ,226,1674908,1714671,1754993,1795574,1836245,1876960,1917711,1958618,1999678,2040834,2081992,2122936,2163786,2204634,2245434,2286181,2326720,2367029,2407198,2447173,2486805,2526010,2564853,2603554,2641890,2679707,2717119,2754095,2790533,2826271,2861457,2896262,2930508,2964079,2997071,3029551,3061407,3092599,3123385,3153707,3183518,3212794,3241356,3269269,3296522,3323102,3349076,3374507,3399334,3423494,3447136,3470256,3492751,3514730,3536147,3556875,3577082,3596844,3616102,3634826,3652827,3670059,3686637,3702506,3717650,3732030,3745720,3758789,3771150,3782754,3793597,3803609,3812868,3821518,3829521,3836954,3843890,3850163,3855777
Gabon,African Group,266,GAB,GA,266,2388992,2436566,2484558,2532884,2581236,2629578,2677790,2726063,2774522,2823293,2872311,2921510,2970796,3020240,3069918,3119671,3169408,3219237,3269247,3319354,3369409,3419274,3468868,3518105,3566979,3615404,3663232,3710489,3757053,3802797,3847920,3892418,3936315,3979659,4022338,4064300,4105663,4146336,4186273,4225714,4264651,4302934,4340521,4377508,4413912,4449776,4485297,4520310,4554639,4588413,4621700,4654478,4686616,4718040,4748702,4778655,4807970,4836682,4864748,4892062,4918628,4944338,4969229,4993451,5017030,5039975,5062243,5083662,5104184,5123940,5142976,5161161,5178741,5195642,5211655,5226899,5241402,5255197,5268088
Sao Tome and Principe,African Group,678,STP,ST,678,227380,231856,236382,240979,245664,250413,255223,260102,265036,270026,275089,280216,285383,290575,295789,301024,306261,311490,316692,321857,326985,332079,337139,342154,347130,352074,356975,361833,366663,371464,376250,381014,385737,390400,395016,399604,404146,408638,413088,417506,421874,426193,430463,434685,438872,443000,447071,451076,455006,458882,462690,466420,470063,473598,477050,480430,483720,486909,490018,493030,495920,498709,501411,504002,506475,508848,511130,513310,515410,517422,519331,521154,522900,524555,526142,527664,529102,530471,531758
Algeria,African Group,12,DZA,DZ,12,44903225,45606481,46278752,46922030,47538087,48130008,48700234,49251258,49787283,50311560,50826981,51336845,51845004,52352519,52860879,53371371,53883769,54398757,54917436,55440659,55965060,56488986,57012292,57533658,58050507,58559198,59055401,59535712,60001114,60448557,60876331,61284226,61669728,62034902,62380476,62705250,63008270,63290068,63553718,63800407,64030745,64246481,64450331,64644689,64829897,65007150,65177499,65342355,65502938,65658479,65809570,65956723,66101239,66243451,66382805,66518856,66651775,66781853,66906222,67023728,67135335,67241747,67343755,67438775,67524808,67604432,67677174,67741203,67796429,67842358,67878963,67907109,67925672,67932708,67927891,67911625,67884546,67845527,67792981
Egypt,African Group,818,EGY,EG,818,110990103,112716598,114484252,116275464,118058995,119838003,121611091,123382198,125151725,126921867,128705494,130511810,132340744,134183751,136037397,137892015,139742335,141589905,143422686,145240099,147040749,148813595,150552248,152256979,153937518,155594880,157213750,158792464,160339888,161854138,163339053,164799523,166230914,167631369,169011142,170373038,171707193,173017279,174311284,175587420,176841953,178073988,179284095,180466106,181622876,182758060,183869755,184955562,186013927,187051149,188065704,189048126,189999525,190924692,191819030,192682940,193517318,194325600,195111685,195874917,196615804,197332109,198019417,198684171,199326028,199940286,200528178,201086010,201609718,202099581,202560998,202997583,203408364,203788850,204137933,204453664,204740622,204998890,205225076
Libya,African Group,434,LBY,LY,434,6812341,6888388,6964197,7038380,7111388,7183416,7254484,7324827,7394813,7464206,7532997,7601269,7668904,7736015,7802411,7867801,7931947,7994744,8055990,8115477,8173018,8228242,8281052,8331094,8378414,8423078,8464938,8503950,8539976,8573131,8603356,8630728,8655606,8678317,8698904,8717460,8733980,8748708,8762154,8774597,8785840,8795728,8804764,8813079,8820364,8826866,8833112,8838942,8844245,8849104,8853353,8856803,8859394,8861026,8861518,8861034,8859502,8856667,8852675,8847275,8840157,8831456,8821228,8809368,8795878,8780828,8764432,8746702,8727534,8707030,8685214,8662166,8637796,8612117,8585568,8558288,8530398,8502054,8473050
Morocco,African Group,504,MAR,MA,504,37457970,37840044,38211459,38571290,38920170,39259527,39590353,39912384,40226396,40531718,40828386,41119588,41405880,41685255,41957986,42225958,42488389,42743296,42991078,43233124,43468863,43696562,43915468,44126016,44327743,44520762,44704402,44878690,45044990,45202607,45351930,45492588,45624074,45746686,45858484,45959946,46052972,46138075,46214438,46281683,46340592,46391544,46434970,46470012,46497293,46517881,46532970,46542233,46544216,46539312,46527519,46509634,46485505,46454887,46418966,46377748,46330450,46277391,46219283,46155906,46086280,46009965,45928034,45840992,45748840,45651819,45549671,45442324,45329552,45212546,45091354,44964726,44833622,44697340,44554870,44407144,44254596,44096652,43933296
Sudan,African Group,729,SDN,SD,729,46874204,48109006,49358228,50614633,51878826,53150426,54427201,55708982,56997098,58292751,59596368,60911388,62238161,63574240,64917690,66271201,67632934,69000685,70376378,71759106,73151831,74552881,75955416,77363663,78780862,80204857,81634331,83064247,84494269,85921692,87346133,88764739,90172235,91574071,92969068,94352283,95722893,97084404,98440361,99786230,101118200,102437332,103746454,105050174,106346676,107635846,108920536,110195898,111456578,112709397,113956042,115188990,116404222,117605976,118797495,119969937,121118906,122248572,123364475,124469471,125563126,126639023,127694383,128728387,129741210,130736985,131716236,132678718,133624001,134547994,135450493,136335225,137201168,138046252,138874492,139686803,140479247,141248860,141996160
Tunisia,African Group,788,TUN,TN,788,12356117,12458223,12564689,12665802,12761929,12853206,12939970,13022396,13100768,13175516,13247348,13316812,13384136,13449717,13514366,13578686,13642656,13706160,13769346,13832171,13894402,13955442,14014785,14072180,14127222,14179681,14228906,14274332,14315778,14353253,14386982,14416694,14442157,14463616,14480891,14494170,14503683,14509570,14512212,14511577,14508105,14502198,14494109,14484152,14472472,14459240,14444672,14429354,14413138,14395770,14377466,14358416,14338564,14317997,14296948,14275136,14252456,14228773,14204130,14178765,14152725,14126040,14098674,14070683,14041940,14012122,13981411,13949745,13916986,13883638,13849664,13814649,13778434,13740866,13701750,13661157,13619203,13575789,13530732
Western Sahara,,732,ESH,EH,732,575986,587258,598385,609388,620284,631051,641690,652244,662726,673132,683426,693617,703736,713791,723764,733630,743400,753094,762701,772185,781526,790744,799836,808769,817526,826137,834610,842912,851066,859045,866830,874421,881842,889088,896162,903067,909782,916353,922754,928993,935120,941142,947048,952836,958531,964166,969740,975257,980720,986109,991446,996746,1002000,1007191,1012350,1017499,1022634,1027744,1032843,1037937,1042981,1047963,1052897,1057764,1062548,1067271,1071935,1076522,1081031,1085477,1089845,1094131,1098364,1102504,1106523,1110447,1114316,1118136,1121874
Botswana,African Group,72,BWA,BW,72,2630296,2675352,2719694,2763338,2806300,2848644,2890377,2931568,2972271,3012432,3052105,3091424,3130405,3169060,3207327,3244988,3282099,3318774,3355041,3390768,3425834,3460279,3494051,3527139,3559380,3590737,3621294,3650860,3679340,3706808,3733228,3758653,3783208,3806813,3829377,3851011,3871757,3891537,3910244,3927954,3944906,3961114,3976473,3991116,4005201,4018802,4031897,4044439,4056561,4068184,4079240,4089882,4100033,4109598,4118681,4127316,4135384,4142866,4149776,4156071,4161726,4166773,4171368,4175446,4179000,4182024,4184423,4186185,4187456,4188383,4188864,4188854,4188384,4187500,4186266,4184569,4182500,4180228,4177613
Eswatini,African Group,748,SWZ,SZ,748,1201670,1210822,1222075,1234858,1247889,1261280,1275188,1289962,1305985,1323254,1341503,1360216,1378990,1397706,1416343,1434923,1453393,1471679,1489771,1507612,1525184,1542481,1559524,1576300,1592766,1608885,1624681,1640120,1655122,1669762,1684099,1698101,1711770,1725067,1737994,1750671,1763090,1775173,1786887,1798251,1809234,1819892,1830239,1840205,1849878,1859233,1868233,1876864,1885063,1892874,1900383,1907573,1914425,1920965,1927170,1933048,1938615,1943873,1948815,1953501,1957901,1962023,1965928,1969526,1972813,1975841,1978620,1981135,1983363,1985308,1987035,1988571,1989889,1990934,1991718,1992287,1992611,1992776,1992790
Lesotho,African Group,426,LSO,LS,426,2305826,2330318,2356083,2381382,2406247,2430720,2454824,2478552,2501946,2525056,2547869,2570416,2592634,2614644,2636414,2657782,2678824,2699646,2720180,2740271,2759908,2779040,2797647,2815731,2833338,2850533,2867124,2883056,2898368,2913104,2927288,2940932,2954085,2966695,2978717,2990208,3001050,3011248,3020908,3029937,3038384,3046272,3053558,3060246,3066336,3071843,3076768,3081092,3084772,3087847,3090320,3092214,3093622,3094609,3095039,3094814,3094097,3092907,3091266,3089158,3086573,3083569,3080123,3076177,3071802,3067066,3061961,3056428,3050402,3043928,3037034,3029691,3021882,3013558,3004892,2995940,2986668,2977133,2967268
Namibia,African Group,516,NAM,NA,516,2567012,2604172,2645805,2690284,2734498,2778609,2822568,2866355,2910056,2953516,2996909,3040442,3084032,3127696,3171395,3215248,3259286,3303226,3347190,3391106,3434985,3478878,3522542,3566040,3609486,3652704,3695526,3737962,3779918,3821426,3862422,3902824,3942649,3981822,4020332,4058078,4095116,4131304,4166560,4201088,4235003,4268387,4300949,4332798,4364008,4394498,4424299,4453461,4482144,4510238,4537869,4564972,4591386,4617136,4642044,4666212,4689688,4712466,4734556,4755854,4776401,4796132,4815160,4833566,4851206,4867997,4884101,4899487,4914092,4927967,4940876,4952986,4964518,4975232,4985182,4994467,5003095,5011107,5018497
